model,k-shot,target,scope_id,kw_context,vl_propform,acc_mean,prec_mean,rec_mean,f1_mean,var_by_acc,var_by_f1
Qwen,6,Unité,2,1,1,0.55,0.598,0.55,0.487,0.0,0.0
Qwen,6,Unité,2,1,0,0.54,0.562,0.54,0.467,0.0024,0.005817
Qwen,6,Unité,1,1,1,0.46,0.289,0.46,0.329,0.0004,0.001426
Qwen,6,Unité,1,1,0,0.45,0.402,0.45,0.373,0.0,0.0
Qwen,6,V0,3,0,0,0.84,0.879,0.84,0.836,0.0004,0.000482
Qwen,6,V0,3,1,0,0.83,0.874,0.83,0.825,0.0006,0.000723
Qwen,6,V0,1,1,0,0.82,0.868,0.82,0.814,0.0006,0.000723
Qwen,6,V0,1,1,1,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,6,V0,3,0,1,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,6,V0,3,1,1,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,6,V0,1,0,1,0.74,0.829,0.74,0.721,0.0004,0.000635
Qwen,6,V0,1,0,0,0.72,0.753,0.72,0.71,0.0006,0.000773
Qwen,6,V0,2,0,0,0.72,0.753,0.72,0.71,0.0006,0.000773
Qwen,6,V0,2,0,1,0.72,0.821,0.72,0.696,0.0006,0.000953
Qwen,6,V0,2,1,0,0.71,0.802,0.71,0.686,0.0004,0.000596
Qwen,6,V0,2,1,1,0.67,0.745,0.67,0.644,0.0006,0.000458
Qwen,6,V_collocation_ajout_de_sens,2,0,0,0.64,0.656,0.64,0.63,0.0004,0.00055
Qwen,6,V_collocation_ajout_de_sens,2,0,1,0.63,0.633,0.63,0.628,0.0006,0.000678
Qwen,6,V_collocation_ajout_de_sens,1,0,1,0.56,0.565,0.56,0.551,0.0014,0.001647
Qwen,6,V_collocation_ajout_de_sens,1,0,0,0.54,0.544,0.54,0.528,0.0004,0.000585
Qwen,6,V_collocation_ajout_de_sens,1,1,0,0.47,0.441,0.47,0.386,0.0006,0.000239
Qwen,6,V_collocation_ajout_de_sens,1,1,1,0.45,0.402,0.45,0.373,0.0,0.0
Qwen,6,V_collocation_ajout_de_sens,2,1,1,0.43,0.231,0.43,0.3,0.0006,0.000146
Qwen,6,V_collocation_ajout_de_sens,2,1,0,0.4,0.222,0.4,0.286,0.0,0.0
Qwen,6,V_dériv_sens_vide,1,0,0,0.7,0.812,0.7,0.67,0.0,0.0
Qwen,6,V_dériv_sens_vide,2,0,1,0.7,0.719,0.7,0.694,0.001,0.001059
Qwen,6,V_dériv_sens_vide,2,0,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,6,V_dériv_sens_vide,2,1,1,0.62,0.716,0.62,0.582,0.0036,0.002734
Qwen,6,V_dériv_sens_vide,1,0,1,0.59,0.621,0.59,0.565,0.0004,0.000271
Qwen,6,V_dériv_sens_vide,2,1,0,0.59,0.603,0.59,0.578,0.0014,0.001417
Qwen,6,V_dériv_sens_vide,1,1,0,0.57,0.621,0.57,0.516,0.0006,0.001288
Qwen,6,V_dériv_sens_vide,1,1,1,0.5,0.5,0.5,0.479,0.0,0.0
Qwen,6,Ver,3,0,0,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,6,Ver,3,0,1,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,6,Ver,3,1,1,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,6,Ver,1,0,1,0.68,0.723,0.68,0.663,0.0006,0.000888
Qwen,6,Ver,1,1,1,0.68,0.682,0.68,0.679,0.0026,0.002725
Qwen,6,Ver,3,1,0,0.64,0.645,0.64,0.637,0.0004,0.00043
Qwen,6,Ver,2,1,1,0.61,0.61,0.61,0.61,0.0004,0.000386
Qwen,6,Ver,1,0,0,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,6,Ver,2,0,0,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,6,Ver,2,0,1,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,6,Ver,1,1,0,0.53,0.532,0.53,0.524,0.0006,0.000559
Qwen,6,Ver,2,1,0,0.53,0.53,0.53,0.527,0.0006,0.000698
Qwen,6,Verbe_support,2,0,1,0.82,0.83,0.82,0.818,0.0016,0.001768
Qwen,6,Verbe_support,2,1,1,0.69,0.809,0.69,0.655,0.0014,0.002482
Qwen,6,Verbe_support,2,0,0,0.67,0.682,0.67,0.664,0.0006,0.000727
Qwen,6,Verbe_support,1,0,0,0.65,0.686,0.65,0.633,0.0,5.6e-05
Qwen,6,Verbe_support,1,0,1,0.61,0.643,0.61,0.587,0.0004,0.000464
Qwen,6,Verbe_support,1,1,0,0.61,0.781,0.61,0.539,0.0004,0.000957
Qwen,6,Verbe_support,1,1,1,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,6,Verbe_support,2,1,0,0.54,0.561,0.54,0.412,0.0014,0.005201
Qwen,6,Verbes_causatifs,3,0,0,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,Verbes_causatifs,2,0,1,0.71,0.745,0.71,0.699,0.0004,0.000515
Qwen,6,Verbes_causatifs,1,1,0,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,6,Verbes_causatifs,2,0,0,0.69,0.723,0.69,0.678,0.0004,0.000332
Qwen,6,Verbes_causatifs,3,1,1,0.69,0.809,0.69,0.656,0.0004,0.000766
Qwen,6,Verbes_causatifs,1,0,0,0.67,0.801,0.67,0.629,0.0006,0.001149
Qwen,6,Verbes_causatifs,1,0,1,0.65,0.692,0.65,0.633,0.001,0.000812
Qwen,6,Verbes_causatifs,2,1,1,0.63,0.683,0.63,0.6,0.0006,0.001053
Qwen,6,Verbes_causatifs,2,1,0,0.62,0.674,0.62,0.587,0.0006,0.001053
Qwen,6,Verbes_causatifs,3,1,0,0.61,0.781,0.61,0.539,0.0004,0.000957
Qwen,6,Verbes_causatifs,1,1,1,0.6,0.615,0.6,0.586,0.001,0.00106
Qwen,6,Verbes_causatifs,3,0,1,0.6,0.641,0.6,0.57,0.0,0.000126
Qwen,6,Verbes_de_phase,1,0,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,6,Verbes_de_phase,2,0,1,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Verbes_de_phase,3,0,1,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,6,Verbes_de_phase,2,0,0,0.78,0.797,0.78,0.776,0.0006,0.000693
Qwen,6,Verbes_de_phase,3,0,0,0.76,0.782,0.76,0.755,0.0004,0.000462
Qwen,6,Verbes_de_phase,1,0,0,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,Verbes_de_phase,1,1,0,0.68,0.768,0.68,0.653,0.0006,0.000458
Qwen,6,Verbes_de_phase,3,1,0,0.66,0.722,0.66,0.635,0.0004,0.000305
Qwen,6,Verbes_de_phase,2,1,1,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Verbes_de_phase,3,1,1,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,6,Verbes_de_phase,2,1,0,0.63,0.681,0.63,0.599,0.0016,0.002612
Qwen,6,Verbes_de_phase,1,1,1,0.62,0.674,0.62,0.587,0.0006,0.001053
Qwen,6,Vreal,3,0,0,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,6,Vreal,3,1,0,0.75,0.834,0.75,0.732,0.001,0.001474
Qwen,6,Vreal,1,0,0,0.69,0.809,0.69,0.656,0.0004,0.000766
Qwen,6,Vreal,3,0,1,0.67,0.801,0.67,0.629,0.0006,0.001149
Qwen,6,Vreal,2,0,0,0.64,0.653,0.64,0.633,0.0004,0.000338
Qwen,6,Vreal,2,1,0,0.61,0.635,0.61,0.592,0.0004,0.0003
Qwen,6,Vreal,3,1,1,0.61,0.781,0.61,0.539,0.0004,0.000957
Qwen,6,Vreal,1,1,0,0.58,0.649,0.58,0.544,0.0046,0.003041
Qwen,6,Vreal,1,1,1,0.55,0.664,0.55,0.467,0.0,0.000635
Qwen,6,Vreal,1,0,1,0.53,0.575,0.53,0.473,0.0016,0.000859
Qwen,6,Vreal,2,0,1,0.5,0.5,0.5,0.479,0.0,0.0
Qwen,6,Vreal,2,1,1,0.47,0.46,0.47,0.434,0.0006,0.000719
Qwen,10,A0,2,0,0,0.81,0.863,0.81,0.803,0.0004,0.000482
Qwen,10,A0,2,0,1,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,10,A0,2,1,0,0.79,0.852,0.79,0.78,0.0004,0.000544
Qwen,10,A0,1,0,1,0.77,0.79,0.77,0.766,0.0006,0.000693
Qwen,10,A0,2,1,1,0.76,0.838,0.76,0.745,0.0004,0.000544
Qwen,10,A0,1,0,0,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,10,A0,1,1,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,10,A0,1,1,0,0.73,0.76,0.73,0.722,0.0006,0.000773
Qwen,10,A1,2,0,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,10,A1,1,0,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,10,A1,4,0,0,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,10,A1,4,0,1,0.7,0.738,0.7,0.688,0.0,0.0
Qwen,10,A1,4,1,0,0.7,0.726,0.7,0.691,0.0,2.2e-05
Qwen,10,A1,2,1,0,0.69,0.695,0.69,0.688,0.0004,0.000379
Qwen,10,A1,4,1,1,0.68,0.753,0.68,0.656,0.0006,0.000625
Qwen,10,A1,1,1,0,0.67,0.682,0.67,0.664,0.0006,0.000727
Qwen,10,A1,1,1,1,0.66,0.701,0.66,0.642,0.0004,0.000555
Qwen,10,A1,3,1,1,0.66,0.661,0.66,0.659,0.0004,0.000414
Qwen,10,A1,1,0,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,10,A1,2,0,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,10,A1,3,0,1,0.62,0.621,0.62,0.62,0.0006,0.000579
Qwen,10,A1,3,1,0,0.62,0.621,0.62,0.619,0.0006,0.000614
Qwen,10,A1,3,0,0,0.61,0.61,0.61,0.61,0.0004,0.000386
Qwen,10,A1,2,1,1,0.6,0.619,0.6,0.583,0.0,0.0
Qwen,10,A2,3,0,1,0.7,0.712,0.7,0.697,0.002,0.00181
Qwen,10,A2,3,0,0,0.66,0.695,0.66,0.644,0.0004,0.000742
Qwen,10,A2,2,1,0,0.62,0.637,0.62,0.607,0.0006,0.000824
Qwen,10,A2,2,0,1,0.61,0.635,0.61,0.592,0.0004,0.0003
Qwen,10,A2,1,1,0,0.6,0.619,0.6,0.583,0.0,0.0
Qwen,10,A2,4,0,0,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,10,A2,4,0,1,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,10,A2,4,1,0,0.6,0.612,0.6,0.591,0.001,0.000902
Qwen,10,A2,2,1,1,0.59,0.63,0.59,0.555,0.0004,0.001253
Qwen,10,A2,1,0,0,0.55,0.551,0.55,0.549,0.0,0.0
Qwen,10,A2,3,1,1,0.54,0.55,0.54,0.505,0.0014,0.002503
Qwen,10,A2,2,0,0,0.53,0.547,0.53,0.503,0.0026,0.001751
Qwen,10,A2,3,1,0,0.53,0.53,0.53,0.527,0.0006,0.000698
Qwen,10,A2,1,1,1,0.47,0.46,0.47,0.44,0.0006,0.00104
Qwen,10,A2,4,1,1,0.46,0.447,0.46,0.427,0.0004,0.000693
Qwen,10,A2,1,0,1,0.42,0.407,0.42,0.4,0.0006,0.000933
Qwen,10,A_dériv_ajout_de_sens,2,1,0,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,10,A_dériv_ajout_de_sens,2,0,0,0.79,0.807,0.79,0.786,0.0034,0.003674
Qwen,10,A_dériv_ajout_de_sens,2,0,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,10,A_dériv_ajout_de_sens,2,1,1,0.74,0.814,0.74,0.724,0.0004,0.000336
Qwen,10,A_dériv_ajout_de_sens,1,1,0,0.5,0.5,0.5,0.495,0.0,0.0
Qwen,10,A_dériv_ajout_de_sens,1,0,1,0.45,0.449,0.45,0.449,0.0,0.0
Qwen,10,A_dériv_ajout_de_sens,1,1,1,0.43,0.428,0.43,0.427,0.0006,0.000718
Qwen,10,A_dériv_ajout_de_sens,1,0,0,0.4,0.396,0.4,0.394,0.0,0.0
Qwen,10,A_dériv_qualificative,3,0,0,0.9,0.9,0.9,0.9,0.0,0.0
Qwen,10,A_dériv_qualificative,3,0,1,0.9,0.9,0.9,0.9,0.0,0.0
Qwen,10,A_dériv_qualificative,3,1,0,0.9,0.9,0.9,0.9,0.0,0.0
Qwen,10,A_dériv_qualificative,3,1,1,0.9,0.9,0.9,0.9,0.0,0.0
Qwen,10,A_dériv_qualificative,1,0,1,0.84,0.843,0.84,0.84,0.0004,0.000394
Qwen,10,A_dériv_qualificative,1,1,0,0.78,0.782,0.78,0.78,0.0016,0.001612
Qwen,10,A_dériv_qualificative,1,1,1,0.75,0.753,0.75,0.749,0.0,0.0
Qwen,10,A_dériv_qualificative,1,0,0,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,10,A_dériv_qualificative,2,1,0,0.69,0.73,0.69,0.675,0.0004,0.000592
Qwen,10,A_dériv_qualificative,2,1,1,0.67,0.708,0.67,0.654,0.0006,0.000777
Qwen,10,A_dériv_qualificative,2,0,1,0.54,0.546,0.54,0.527,0.0014,0.001362
Qwen,10,A_dériv_qualificative,2,0,0,0.53,0.559,0.53,0.473,0.0006,0.000322
Qwen,10,A_i,3,0,1,0.54,0.553,0.54,0.506,0.0004,0.000772
Qwen,10,A_i,3,1,0,0.52,0.527,0.52,0.496,0.0006,0.0004
Qwen,10,A_i,3,1,1,0.51,0.513,0.51,0.47,0.0004,0.000744
Qwen,10,A_i,2,1,0,0.5,0.5,0.5,0.451,0.0,0.0
Qwen,10,A_i,3,0,0,0.5,0.5,0.5,0.451,0.0,0.0
Qwen,10,A_i,1,0,0,0.48,0.48,0.48,0.479,0.0016,0.001618
Qwen,10,A_i,2,0,0,0.48,0.473,0.48,0.436,0.0006,0.000332
Qwen,10,A_i,2,0,1,0.48,0.473,0.48,0.436,0.0006,0.000332
Qwen,10,A_i,2,1,1,0.47,0.454,0.47,0.42,0.0006,0.000829
Qwen,10,A_i,1,0,1,0.44,0.439,0.44,0.438,0.0004,0.000478
Qwen,10,A_i,1,1,0,0.4,0.385,0.4,0.384,0.003,0.004264
Qwen,10,A_i,1,1,1,0.32,0.309,0.32,0.309,0.0016,0.0012
Qwen,10,Able1,3,0,1,0.72,0.791,0.72,0.702,0.0006,0.000677
Qwen,10,Able1,5,0,0,0.72,0.726,0.72,0.718,0.0006,0.000659
Qwen,10,Able1,5,0,1,0.68,0.688,0.68,0.676,0.0006,0.000782
Qwen,10,Able1,3,0,0,0.66,0.671,0.66,0.654,0.0004,0.000461
Qwen,10,Able1,4,0,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,10,Able1,5,1,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,10,Able1,3,1,0,0.62,0.623,0.62,0.617,0.0006,0.000678
Qwen,10,Able1,4,1,1,0.62,0.721,0.62,0.577,0.0016,0.001054
Qwen,10,Able1,3,1,1,0.61,0.628,0.61,0.595,0.0004,0.00055
Qwen,10,Able1,4,1,0,0.61,0.628,0.61,0.595,0.0004,0.00055
Qwen,10,Able1,2,0,0,0.6,0.604,0.6,0.596,0.0,0.0
Qwen,10,Able1,2,1,0,0.6,0.6,0.6,0.6,0.0,0.0
Qwen,10,Able1,4,0,1,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,10,Able1,5,1,1,0.57,0.584,0.57,0.548,0.0016,0.002249
Qwen,10,Able1,2,0,1,0.51,0.511,0.51,0.491,0.0004,0.000585
Qwen,10,Able1,2,1,1,0.45,0.445,0.45,0.437,0.0,0.0
Qwen,10,Able1,1,0,1,0.44,0.439,0.44,0.438,0.0004,0.000478
Qwen,10,Able1,1,1,1,0.4,0.396,0.4,0.394,0.0,0.0
Qwen,10,Able1,1,0,0,0.37,0.367,0.37,0.367,0.0006,0.000498
Qwen,10,Able1,1,1,0,0.35,0.348,0.35,0.348,0.0,0.0
Qwen,10,Able2,5,0,0,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,10,Able2,5,1,0,0.94,0.947,0.94,0.94,0.0004,0.000414
Qwen,10,Able2,2,0,0,0.9,0.9,0.9,0.9,0.0,0.0
Qwen,10,Able2,5,0,1,0.9,0.9,0.9,0.9,0.0,0.0
Qwen,10,Able2,5,1,1,0.9,0.917,0.9,0.899,0.0,0.0
Qwen,10,Able2,1,0,0,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,10,Able2,4,0,1,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,10,Able2,2,0,1,0.84,0.858,0.84,0.838,0.0004,0.000404
Qwen,10,Able2,2,1,0,0.83,0.838,0.83,0.829,0.0016,0.001671
Qwen,10,Able2,4,1,1,0.82,0.821,0.82,0.82,0.0006,0.000591
Qwen,10,Able2,4,1,0,0.81,0.821,0.81,0.808,0.0004,0.000427
Qwen,10,Able2,4,0,0,0.8,0.804,0.8,0.799,0.004,0.004112
Qwen,10,Able2,1,0,1,0.79,0.791,0.79,0.79,0.0004,0.00041
Qwen,10,Able2,2,1,1,0.77,0.79,0.77,0.766,0.0006,0.000693
Qwen,10,Able2,3,0,1,0.74,0.748,0.74,0.738,0.0004,0.000422
Qwen,10,Able2,3,0,0,0.72,0.721,0.72,0.72,0.0006,0.000585
Qwen,10,Able2,3,1,0,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,10,Able2,3,1,1,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,10,Able2,1,1,0,0.68,0.684,0.68,0.678,0.0006,0.000574
Qwen,10,Able2,1,1,1,0.67,0.674,0.67,0.668,0.0006,0.000549
Qwen,10,Able_i,3,0,0,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,10,Able_i,3,0,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,10,Able_i,3,1,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,10,Able_i,1,1,0,0.81,0.827,0.81,0.808,0.0004,0.000377
Qwen,10,Able_i,2,1,1,0.81,0.822,0.81,0.809,0.0004,0.000363
Qwen,10,Able_i,4,0,0,0.81,0.827,0.81,0.808,0.0004,0.000377
Qwen,10,Able_i,1,0,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,10,Able_i,1,0,1,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,10,Able_i,2,0,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,10,Able_i,3,1,0,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,10,Able_i,4,1,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,10,Able_i,1,1,1,0.76,0.782,0.76,0.755,0.0004,0.000462
Qwen,10,Able_i,2,0,1,0.76,0.765,0.76,0.759,0.0004,0.000378
Qwen,10,Able_i,4,0,1,0.75,0.753,0.75,0.749,0.0,0.0
Qwen,10,Able_i,4,1,1,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,10,Able_i,2,1,0,0.7,0.708,0.7,0.697,0.0,0.0
Qwen,10,Adv0,2,1,0,0.81,0.863,0.81,0.803,0.0004,0.000482
Qwen,10,Adv0,2,0,0,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,10,Adv0,2,0,1,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,10,Adv0,2,1,1,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,10,Adv0,1,0,0,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,10,Adv0,1,0,1,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,10,Adv0,1,1,1,0.67,0.673,0.67,0.669,0.0006,0.000586
Qwen,10,Adv0,1,1,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,10,Adv1,2,0,0,0.92,0.932,0.92,0.919,0.0006,0.000621
Qwen,10,Adv1,2,0,1,0.83,0.837,0.83,0.829,0.0006,0.00064
Qwen,10,Adv1,2,1,0,0.76,0.791,0.76,0.754,0.0004,0.00036
Qwen,10,Adv1,2,1,1,0.76,0.782,0.76,0.755,0.0004,0.000462
Qwen,10,Adv1,1,0,0,0.63,0.631,0.63,0.629,0.0006,0.000579
Qwen,10,Adv1,1,0,1,0.59,0.597,0.59,0.585,0.0034,0.003204
Qwen,10,Adv1,1,1,0,0.4,0.396,0.4,0.394,0.0,0.0
Qwen,10,Adv1,1,1,1,0.39,0.387,0.39,0.384,0.0024,0.002039
Qwen,10,Anti,1,0,0,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,10,Anti,2,0,1,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,10,Anti,2,1,1,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,10,Anti,3,1,0,0.95,0.955,0.95,0.95,0.0,0.0
Qwen,10,Anti,2,0,0,0.94,0.947,0.94,0.94,0.0004,0.000414
Qwen,10,Anti,3,1,1,0.94,0.944,0.94,0.94,0.0004,0.000398
Qwen,10,Anti,3,0,0,0.91,0.924,0.91,0.909,0.0004,0.000414
Qwen,10,Anti,2,1,0,0.89,0.91,0.89,0.889,0.0004,0.00044
Qwen,10,Anti,3,0,1,0.87,0.872,0.87,0.87,0.0006,0.000609
Qwen,10,Anti,1,0,1,0.86,0.86,0.86,0.86,0.0024,0.0024
Qwen,10,Anti,1,1,0,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,10,Anti,1,1,1,0.85,0.855,0.85,0.85,0.001,0.00098
Qwen,10,Bon,3,1,1,0.88,0.904,0.88,0.878,0.0006,0.00066
Qwen,10,Bon,3,0,1,0.84,0.879,0.84,0.836,0.0004,0.000482
Qwen,10,Bon,1,1,0,0.83,0.846,0.83,0.828,0.0006,0.000725
Qwen,10,Bon,1,1,1,0.82,0.829,0.82,0.819,0.0006,0.00064
Qwen,10,Bon,3,0,0,0.8,0.812,0.8,0.798,0.0,0.0
Qwen,10,Bon,3,1,0,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,10,Bon,1,0,0,0.78,0.789,0.78,0.779,0.0006,0.000567
Qwen,10,Bon,1,0,1,0.77,0.808,0.77,0.763,0.0006,0.00054
Qwen,10,Bon,2,1,0,0.66,0.661,0.66,0.66,0.0014,0.001407
Qwen,10,Bon,2,0,1,0.63,0.632,0.63,0.629,0.0006,0.000629
Qwen,10,Bon,2,0,0,0.53,0.53,0.53,0.527,0.0006,0.000698
Qwen,10,Bon,2,1,1,0.53,0.53,0.53,0.527,0.0006,0.000698
Qwen,10,Cap,1,0,1,0.88,0.904,0.88,0.878,0.0006,0.00066
Qwen,10,Cap,2,0,1,0.82,0.868,0.82,0.814,0.0006,0.000723
Qwen,10,Cap,3,0,1,0.8,0.857,0.8,0.792,0.0,0.0
Qwen,10,Cap,2,1,1,0.75,0.833,0.75,0.733,0.0,0.0
Qwen,10,Cap,2,0,0,0.73,0.825,0.73,0.708,0.0006,0.000953
Qwen,10,Cap,1,1,1,0.69,0.73,0.69,0.675,0.0014,0.001956
Qwen,10,Cap,1,0,0,0.65,0.794,0.65,0.601,0.0,0.0
Qwen,10,Cap,3,1,0,0.65,0.794,0.65,0.601,0.0,0.0
Qwen,10,Cap,3,1,1,0.65,0.795,0.65,0.6,0.001,0.002151
Qwen,10,Cap,3,0,0,0.64,0.791,0.64,0.586,0.0004,0.000957
Qwen,10,Cap,1,1,0,0.63,0.788,0.63,0.57,0.0006,0.001435
Qwen,10,Cap,2,1,0,0.63,0.788,0.63,0.566,0.0026,0.00642
Qwen,10,Caus,4,0,1,0.67,0.682,0.67,0.663,0.0016,0.00205
Qwen,10,Caus,4,0,0,0.66,0.708,0.66,0.639,0.0004,0.000592
Qwen,10,Caus,1,0,0,0.65,0.7,0.65,0.627,0.0,0.0
Qwen,10,Caus,1,1,1,0.63,0.749,0.63,0.585,0.0016,0.001053
Qwen,10,Caus,2,0,0,0.62,0.655,0.62,0.601,0.0016,0.00121
Qwen,10,Caus,2,0,1,0.62,0.634,0.62,0.603,0.0046,0.006365
Qwen,10,Caus,1,0,1,0.58,0.598,0.58,0.558,0.0006,0.000963
Qwen,10,Caus,4,1,1,0.56,0.585,0.56,0.528,0.0004,0.000262
Qwen,10,Caus,4,1,0,0.54,0.578,0.54,0.471,0.0004,0.001087
Qwen,10,Caus,3,1,1,0.53,0.545,0.53,0.459,0.0016,0.004567
Qwen,10,Caus,1,1,0,0.52,0.539,0.52,0.438,0.0006,0.00163
Qwen,10,Caus,3,0,1,0.52,0.529,0.52,0.495,0.0016,0.00109
Qwen,10,Caus,3,0,0,0.51,0.511,0.51,0.491,0.0004,0.000585
Qwen,10,Caus,2,1,0,0.5,0.5,0.5,0.405,0.0,0.0
Qwen,10,Caus,2,1,1,0.5,0.5,0.5,0.405,0.0,0.0
Qwen,10,Caus,3,1,0,0.5,0.5,0.5,0.405,0.0,0.0
Qwen,10,Colloc_préposition,1,1,1,0.89,0.911,0.89,0.888,0.0014,0.001501
Qwen,10,Colloc_préposition,1,0,0,0.88,0.906,0.88,0.877,0.0026,0.002897
Qwen,10,Colloc_préposition,1,0,1,0.85,0.885,0.85,0.847,0.0,0.0
Qwen,10,Colloc_préposition,1,1,0,0.81,0.863,0.81,0.803,0.0004,0.000482
Qwen,10,Collocation_verbale,1,0,1,0.93,0.939,0.93,0.93,0.0006,0.000621
Qwen,10,Collocation_verbale,1,0,0,0.91,0.93,0.91,0.908,0.0054,0.005856
Qwen,10,Collocation_verbale,1,1,1,0.76,0.838,0.76,0.745,0.0004,0.000544
Qwen,10,Collocation_verbale,1,1,0,0.75,0.775,0.75,0.744,0.0,0.0
Qwen,10,Contr,3,0,0,0.9,0.917,0.9,0.899,0.0,0.0
Qwen,10,Contr,3,1,0,0.88,0.881,0.88,0.88,0.0006,0.000609
Qwen,10,Contr,3,0,1,0.85,0.854,0.85,0.85,0.0,0.0
Qwen,10,Contr,2,0,0,0.81,0.813,0.81,0.81,0.0024,0.002412
Qwen,10,Contr,2,0,1,0.8,0.8,0.8,0.8,0.0,0.0
Qwen,10,Contr,3,1,1,0.72,0.726,0.72,0.718,0.0006,0.000659
Qwen,10,Contr,2,1,0,0.7,0.7,0.7,0.7,0.0,0.0
Qwen,10,Contr,1,0,1,0.66,0.661,0.66,0.659,0.0004,0.000414
Qwen,10,Contr,1,1,1,0.66,0.667,0.66,0.656,0.0014,0.001441
Qwen,10,Contr,1,0,0,0.65,0.665,0.65,0.642,0.0,0.0
Qwen,10,Contr,2,1,1,0.65,0.652,0.65,0.649,0.0,0.0
Qwen,10,Contr,1,1,0,0.61,0.617,0.61,0.606,0.0014,0.001197
Qwen,10,Conv-ij,3,0,1,0.78,0.848,0.78,0.768,0.0006,0.000817
Qwen,10,Conv-ij,2,1,0,0.7,0.783,0.7,0.676,0.001,0.001838
Qwen,10,Conv-ij,2,0,1,0.68,0.806,0.68,0.64,0.0026,0.005112
Qwen,10,Conv-ij,3,1,1,0.65,0.794,0.65,0.601,0.0,0.0
Qwen,10,Conv-ij,2,0,0,0.6,0.656,0.6,0.56,0.0,0.0
Qwen,10,Conv-ij,1,0,1,0.58,0.581,0.58,0.569,0.0066,0.008116
Qwen,10,Conv-ij,1,1,1,0.58,0.597,0.58,0.557,0.0016,0.002403
Qwen,10,Conv-ij,3,1,0,0.57,0.602,0.57,0.536,0.0006,0.000392
Qwen,10,Conv-ij,1,1,0,0.56,0.569,0.56,0.543,0.0004,0.000777
Qwen,10,Conv-ij,3,0,0,0.55,0.567,0.55,0.52,0.0,0.0
Qwen,10,Conv-ij,2,1,1,0.48,0.461,0.48,0.392,0.0006,0.000239
Qwen,10,Conv-ij,1,0,0,0.45,0.445,0.45,0.437,0.0,0.0
